,20,40,60,80,100
116.0,6.99785726801e-10,1.90444783598e-09,4.88332054741e-09,1.20456394682e-08,2.89860786635e-08
115.0,6.50374214318e-10,1.77452131146e-09,4.56117814511e-09,1.12771947927e-08,2.7198661228e-08
114.0,6.03923352424e-10,1.65206106263e-09,4.25680017028e-09,1.05494022757e-08,2.55018546323e-08
113.0,5.6028985321e-10,1.53672484886e-09,3.96941552434e-09,9.86059349328e-09,2.38921536921e-08
112.0,5.19335529045e-10,1.42818166488e-09,3.6982763722e-09,9.20914595146e-09,2.23661401551e-08
111.0,4.80927188925e-10,1.32611154975e-09,3.44265782421e-09,8.59348262383e-09,2.09204821935e-08
110.0,4.44936534498e-10,1.23020539395e-09,3.20185761272e-09,8.012071473e-09,1.95519338566e-08
109.0,4.11240055825e-10,1.14016474487e-09,2.97519576281e-09,7.46342495664e-09,1.82573344853e-08
108.0,3.79718927015e-10,1.05570161051e-09,2.7620142573e-09,6.94609951868e-09,1.70336080858e-08
107.0,3.50258901687e-10,9.76538261838e-10,2.56167669664e-09,6.45869506518e-09,1.58777626691e-08
106.0,3.22750208383e-10,9.02407033622e-10,2.37356795349e-09,5.99985442612e-09,1.47868895485e-08
105.0,2.97087445953e-10,8.3305012409e-10,2.19709382232e-09,5.56826280233e-09,1.37581626041e-08
104.0,2.73169478981e-10,7.68219393319e-10,2.03168066449e-09,5.16264719874e-09,1.27888375095e-08
103.0,2.50899333333e-10,7.07676160632e-10,1.87677504831e-09,4.78177584459e-09,1.18762509223e-08
102.0,2.30184091819e-10,6.51191001003e-10,1.7318433852e-09,4.42445759938e-09,1.10178196418e-08
101.0,2.10934790123e-10,5.98543540701e-10,1.59637156151e-09,4.08954134698e-09,1.02110397299e-08
100.0,1.93066312976e-10,5.49522252203e-10,1.46986456634e-09,3.7759153766e-09,9.45348560049e-09
