P2, T_new, Tv1 - Tve, md_new, mm_new, mliq_new, mm_in, md_in, RH_new, cond, cond_source
530.0,255.399429641,1.75646178086,6.03761589594,0.00949596981117,0.0158274135354,0.000332968721091,0.287661375825,1.0,0.000822836295426,0.000261186192332
520.0,254.232841912,1.7204892055,6.33965321901,0.00903564848861,0.0166060050735,0.000318270215597,0.302037323072,1.0,0.000830738456437,0.000246357605748
510.0,253.036131792,1.67724479403,6.65678463985,0.00855423930477,0.0173904367959,0.000303022538465,0.317131420837,1.0,0.000835140093122,0.000231053630172
500.0,251.808221618,1.62635469254,6.98976427489,0.00805502421408,0.0181769608066,0.000287308920077,0.332979635038,1.0,0.000835676596918,0.000215354997346
490.0,250.548064255,1.5674952043,7.33938402032,0.00754171180812,0.0189614927319,0.000271219519294,0.349619745436,1.0,0.000832013123662,0.000199348168779
480.0,249.255555545,1.49997886734,7.70647218268,0.00708886579458,0.01967246299,0.000258124244562,0.367088162362,1.0,0.000754163988206,0.000185476760452
470.0,247.927096365,1.42375825195,8.09190519775,0.00666103025009,0.0203453358938,0.000245037359381,0.385433015065,1.0,0.000719360258836,0.00017170909343
460.0,246.563970473,1.33952295229,8.49660165291,0.00623116795768,0.0210070544275,0.000231856241221,0.404696455159,1.0,0.000706800341942,0.000157894676185
450.0,245.165723651,1.2471346119,8.92152466133,0.00580214424821,0.0216547107607,0.000218632623757,0.424923008419,1.0,0.000691207746984,0.000144004302839
440.0,243.731931444,1.14704376954,9.36768558103,0.00537680018249,0.0222854754003,0.000205420573849,0.446160919705,1.0,0.000672660603333,0.000130085248782
430.0,242.262190541,1.0397763239,9.836146425,0.0049579029937,0.0228966476761,0.00019227508708,0.468460843974,1.0,0.000651290095176,0.000116185607478
420.0,240.756107287,0.925930101057,10.3280223898,0.00454809761532,0.0234857046962,0.000179251641642,0.491875964758,1.0,0.000627279434255,0.000102354038041
410.0,239.213283412,0.806169370022,10.8444845084,0.00414986113758,0.0240503468866,0.000166405712742,0.516462118656,1.0,0.000600860721941,8.86395191704e-05
400.0,237.633299144,0.681217408068,11.3867624346,0.00376546187291,0.0245885384018,0.000153792250487,0.542277926227,1.0,0.000572309962288,7.50911159174e-05
390.0,236.015693969,0.551847323637,11.9561473643,0.00339692446,0.02509854094,0.000141465125293,0.569384929701,1.0,0.000541940469957,6.17577655356e-05
380.0,234.359945405,0.418871481511,12.5539951022,0.0030460021011,0.025578939845,0.000129476546136,0.597847737894,1.0,0.000510094839099,4.86880886797e-05
370.0,232.665446173,0.283129929142,13.181729281,0.00271415659818,0.0260286618062,0.000117876458253,0.627734178759,1.0,0.000477135993984,3.59302341805e-05
360.0,230.931480089,0.145478230147,13.840844741,0.00240254640837,0.0264469839244,0.000106711928349,0.659115459952,1.0,0.000443438001829,2.35317661991e-05
